note_id,subsystem,concern,expected_behaviour,confidence,action,urgency
NOTE_0566,System,,Yes,High,,Nominal
NOTE_0567,System,,Yes,High,,Nominal
NOTE_0568,EPS,,Yes,High,,Nominal
NOTE_0569,TT&C,,Yes,High,,Nominal
NOTE_0570,TT&C,,Yes,High,,Nominal
NOTE_0571,EPS,,Yes,High,,Nominal
NOTE_0572,System,,Yes,High,,Nominal
NOTE_0573,System,,Yes,High,,Nominal
NOTE_0574,EPS,,Yes,High,,Nominal
NOTE_0575,TT&C,,Yes,High,,Nominal
NOTE_0576,TT&C,,Yes,High,,Nominal
NOTE_0577,EPS,,Yes,High,,Nominal
NOTE_0578,System,,Yes,High,,Nominal
NOTE_0579,System,,Yes,High,,Nominal
NOTE_0580,EPS,,Yes,High,,Nominal
NOTE_0581,TT&C,,Yes,High,,Nominal
NOTE_0582,TT&C,,Yes,High,,Nominal
NOTE_0583,EPS,,Yes,High,,Nominal
NOTE_0584,System,,Yes,High,,Nominal
NOTE_0585,System,,Yes,High,,Nominal
NOTE_0586,EPS,,Yes,High,,Nominal
NOTE_0587,TT&C,,Yes,High,,Nominal
NOTE_0588,TT&C,,Yes,High,,Nominal
NOTE_0589,EPS,,Yes,High,,Nominal
NOTE_0590,System,,Yes,High,,Nominal
NOTE_0591,System,,Yes,High,,Nominal
NOTE_0592,EPS,,Yes,High,,Nominal
NOTE_0593,TT&C,,Yes,High,,Nominal
NOTE_0594,TT&C,,Yes,High,,Nominal
NOTE_0595,EPS,,Yes,High,,Nominal
NOTE_0596,System,,Yes,High,,Nominal
NOTE_0597,System,,Yes,High,,Nominal
NOTE_0598,EPS,,Yes,High,,Nominal
NOTE_0599,TT&C,,Yes,High,,Nominal
NOTE_0600,TT&C,,Yes,High,,Nominal
NOTE_0601,EPS,,Yes,High,,Nominal
NOTE_0602,System,,Yes,High,,Nominal
NOTE_0603,System,,Yes,High,,Nominal
NOTE_0604,EPS,,Yes,High,,Nominal
NOTE_0605,TT&C,,Yes,High,,Nominal
NOTE_0606,TT&C,,Yes,High,,Nominal
NOTE_0607,EPS,,Yes,High,,Nominal
NOTE_0608,System,,Yes,High,,Nominal
NOTE_0609,System,,Yes,High,,Nominal
NOTE_0610,EPS,,Yes,High,,Nominal
NOTE_0611,TT&C,,Yes,High,,Nominal
NOTE_0612,TT&C,,Yes,High,,Nominal
NOTE_0613,EPS,,Yes,High,,Nominal
NOTE_0614,System,,Yes,High,,Nominal
NOTE_0615,System,,Yes,High,,Nominal
NOTE_0616,EPS,,Yes,High,,Nominal
NOTE_0617,TT&C,,Yes,High,,Nominal
NOTE_0618,TT&C,,Yes,High,,Nominal
NOTE_0619,EPS,,Yes,High,,Nominal
NOTE_0620,System,,Yes,High,,Nominal
NOTE_0621,System,,Yes,High,,Nominal
NOTE_0622,EPS,,Yes,High,,Nominal
NOTE_0623,TT&C,,Yes,High,,Nominal
NOTE_0624,TT&C,,Yes,High,,Nominal
NOTE_0625,EPS,,Yes,High,,Nominal
NOTE_0626,System,,Yes,High,,Nominal
NOTE_0627,System,,Yes,High,,Nominal
NOTE_0628,EPS,,Yes,High,,Nominal
NOTE_0629,TT&C,,Yes,High,,Nominal
NOTE_0630,TT&C,,Yes,High,,Nominal
NOTE_0631,EPS,,Yes,High,,Nominal
NOTE_0632,System,,Yes,High,,Nominal
NOTE_0633,System,,Yes,High,,Nominal
NOTE_0634,EPS,,Yes,High,,Nominal
NOTE_0635,TT&C,,Yes,High,,Nominal
NOTE_0636,TT&C,,Yes,High,,Nominal
NOTE_0637,EPS,,Yes,High,,Nominal
NOTE_0638,System,,Yes,High,,Nominal
NOTE_0639,System,,Yes,High,,Nominal
NOTE_0640,EPS,,Yes,High,,Nominal
NOTE_0641,TT&C,,Yes,High,,Nominal
NOTE_0642,TT&C,,Yes,High,,Nominal
NOTE_0643,EPS,,Yes,High,,Nominal
NOTE_0644,System,,Yes,High,,Nominal
NOTE_0645,System,,Yes,High,,Nominal
NOTE_0646,EPS,,Yes,High,,Nominal
NOTE_0647,TT&C,,Yes,High,,Nominal
NOTE_0648,TT&C,,Yes,High,,Nominal
NOTE_0649,EPS,,Yes,High,,Nominal
NOTE_0650,System,,Yes,High,,Nominal
NOTE_0651,System,,Yes,High,,Nominal
NOTE_0652,EPS,,Yes,High,,Nominal
NOTE_0653,TT&C,,Yes,High,,Nominal
NOTE_0654,TT&C,,Yes,High,,Nominal
NOTE_0655,EPS,,Yes,High,,Nominal
NOTE_0656,System,,Yes,High,,Nominal
NOTE_0657,System,,Yes,High,,Nominal
NOTE_0658,EPS,,Yes,High,,Nominal
NOTE_0659,TT&C,,Yes,High,,Nominal
NOTE_0660,TT&C,,Yes,High,,Nominal
NOTE_0661,EPS,,Yes,High,,Nominal
NOTE_0662,System,,Yes,High,,Nominal
NOTE_0663,System,,Yes,High,,Nominal
NOTE_0664,EPS,,Yes,High,,Nominal
NOTE_0665,TT&C,,Yes,High,,Nominal
NOTE_0666,TT&C,,Yes,High,,Nominal
NOTE_0667,EPS,,Yes,High,,Nominal
NOTE_0668,System,,Yes,High,,Nominal
NOTE_0669,System,,Yes,High,,Nominal
NOTE_0670,EPS,,Yes,High,,Nominal
NOTE_0671,TT&C,,Yes,High,,Nominal
NOTE_0672,TT&C,,Yes,High,,Nominal
NOTE_0673,EPS,,Yes,High,,Nominal
NOTE_0674,System,,Yes,High,,Nominal
NOTE_0675,System,,Yes,High,,Nominal
NOTE_0676,EPS,,Yes,High,,Nominal
NOTE_0677,TT&C,,Yes,High,,Nominal
NOTE_0678,TT&C,,Yes,High,,Nominal
NOTE_0679,EPS,,Yes,High,,Nominal
NOTE_0680,System,,Yes,High,,Nominal
NOTE_0681,System,,Yes,High,,Nominal
NOTE_0682,EPS,,Yes,High,,Nominal
NOTE_0683,TT&C,,Yes,High,,Nominal
NOTE_0684,TT&C,,Yes,High,,Nominal
NOTE_0685,EPS,,Yes,High,,Nominal
NOTE_0686,System,,Yes,High,,Nominal
NOTE_0687,System,,Yes,High,,Nominal
NOTE_0688,EPS,,Yes,High,,Nominal
NOTE_0689,TT&C,,Yes,High,,Nominal
NOTE_0690,TT&C,,Yes,High,,Nominal
NOTE_0691,EPS,,Yes,High,,Nominal
NOTE_0692,System,,Yes,High,,Nominal
NOTE_0693,System,,Yes,High,,Nominal
NOTE_0694,EPS,,Yes,High,,Nominal
NOTE_0695,TT&C,,Yes,High,,Nominal
NOTE_0696,TT&C,,Yes,High,,Nominal
NOTE_0697,EPS,,Yes,High,,Nominal
NOTE_0698,System,,Yes,High,,Nominal
NOTE_0699,System,,Yes,High,,Nominal
NOTE_0700,EPS,,Yes,High,,Nominal
NOTE_0701,TT&C,,Yes,High,,Nominal
NOTE_0702,TT&C,,Yes,High,,Nominal
NOTE_0703,EPS,,Yes,High,,Nominal
NOTE_0704,System,,Yes,High,,Nominal
NOTE_0705,System,,Yes,High,,Nominal
NOTE_0706,EPS,,Yes,High,,Nominal
NOTE_0707,TT&C,,Yes,High,,Nominal
NOTE_0708,TT&C,,Yes,High,,Nominal
NOTE_0709,EPS,,Yes,High,,Nominal
NOTE_0710,System,,Yes,High,,Nominal
NOTE_0711,System,,Yes,High,,Nominal
NOTE_0712,EPS,,Yes,High,,Nominal
NOTE_0713,TT&C,,Yes,High,,Nominal
NOTE_0714,TT&C,,Yes,High,,Nominal
NOTE_0715,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0716,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0717,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0718,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0719,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0720,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0721,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0722,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0723,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0724,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0725,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0726,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0727,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0728,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0729,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0730,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0731,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0732,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0733,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0734,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0735,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0736,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0737,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0738,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0739,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0740,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0741,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0742,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0743,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0744,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0745,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0746,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0747,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0748,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0749,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0750,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0751,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0752,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0753,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0754,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0755,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0756,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0757,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0758,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0759,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0760,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0761,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0762,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0763,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0764,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0765,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0766,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0767,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0768,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0769,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0770,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0771,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0772,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0773,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0774,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0775,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0776,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0777,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0778,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0779,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0780,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0781,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0782,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0783,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0784,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0785,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0786,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0787,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0788,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0789,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0790,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0791,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0792,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0793,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0794,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0795,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0796,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0797,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0798,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0799,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0800,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0801,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0802,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0803,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0804,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0805,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0806,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0807,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0808,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0809,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0810,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0811,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0812,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0813,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0814,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0815,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0816,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0817,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0818,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0819,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0820,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0821,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0822,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0823,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0824,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0825,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0826,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0827,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0828,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0829,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0830,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0831,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0832,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0833,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0834,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0835,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0836,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0837,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0838,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0839,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0840,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0841,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0842,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0843,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0844,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0845,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0846,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0847,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0848,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0849,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0850,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0851,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0852,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0853,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0854,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0855,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0856,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0857,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0858,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0859,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0860,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0861,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0862,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0863,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0864,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0865,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0866,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0867,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0868,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0869,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0870,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0871,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0872,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0873,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0874,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0875,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0876,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0877,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0878,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0879,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0880,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0881,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0882,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0883,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0884,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0885,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0886,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0887,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0888,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0889,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0890,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0891,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0892,System,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0893,EPS,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0894,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0895,TT&C,Battery Capacity Fade,No,High,Recommend Engineering Review,Medium
NOTE_0896,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0897,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0898,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0899,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0900,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0901,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0902,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0903,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0904,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0905,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0906,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0907,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0908,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0909,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0910,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0911,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0912,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0913,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0914,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0915,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0916,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0917,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0918,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0919,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0920,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0921,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0922,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0923,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0924,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0925,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0926,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0927,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0928,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0929,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0930,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0931,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0932,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0933,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0934,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0935,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0936,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0937,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0938,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0939,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0940,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0941,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0942,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0943,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0944,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0945,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0946,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0947,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0948,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0949,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0950,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0951,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0952,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0953,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0954,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0955,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0956,TT&C,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0957,EPS,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
NOTE_0958,System,Battery Cell Imbalance,No,High,Recommend Engineering Review,Medium
